name,team,market_value_eur,player_id,dob,age,market_value,tm_player_id,nationality,last_update
José Sosa,Club Estudiantes de La Plata,100000,20137,1985-06-19,40,100000,20137,,2025-10-17
Edwuin Cetré,Club Estudiantes de La Plata,2200000,470390,1998-01-01,27,2200000,470390,,2025-10-17
Joaquín Tobio Burgos,Club Estudiantes de La Plata,2000000,1298369,2004-12-14,20,2000000,1298369,,2025-10-17
Tiago Palacios,Club Estudiantes de La Plata,4500000,755457,2001-03-28,24,4500000,755457,,2025-10-17
Leo Suárez,Club Estudiantes de La Plata,2500000,294894,1996-03-30,29,2500000,294894,,2025-10-17
Fabricio Pérez,Club Estudiantes de La Plata,100000,1298374,2005-12-07,19,100000,1298374,,2025-10-17
Lucas Alario,Club Estudiantes de La Plata,400000,193782,1992-10-08,33,400000,193782,,2025-10-17
Guido Carrillo,Club Estudiantes de La Plata,350000,184672,1991-05-25,34,350000,184672,,2025-10-17
Juan Espínola,CA Newell's Old Boys,800000,532557,1994-11-02,30,800000,532557,,2025-10-17
Lucas Hoyos,CA Newell's Old Boys,250000,75462,1989-04-29,36,250000,75462,,2025-10-17
Williams Barlasina,CA Newell's Old Boys,150000,836282,1998-06-29,27,150000,836282,,2025-10-17
Luca Sosa,CA Newell's Old Boys,1000000,421718,1994-06-11,31,1000000,421718,,2025-10-17
Saúl Salcedo,CA Newell's Old Boys,1000000,353035,1997-08-29,28,1000000,353035,,2025-10-17
Fabián Noguera,CA Newell's Old Boys,900000,267431,1993-03-20,32,900000,267431,,2025-10-17
Victor Cuesta,CA Newell's Old Boys,300000,104326,1988-11-19,36,300000,104326,,2025-10-17
Luciano Lollo,CA Newell's Old Boys,75000,76153,1987-03-29,38,75000,76153,,2025-10-17
Alejo Tabares,CA Newell's Old Boys,350000,756988,2001-06-20,24,350000,756988,,2025-10-17
Martín Luciano,CA Newell's Old Boys,150000,883670,2003-08-12,22,150000,883670,,2025-10-17
Brian Calderara,CA Newell's Old Boys,125000,830111,1998-01-10,27,125000,830111,,2025-10-17
Alejo Montero,CA Newell's Old Boys,800000,649998,1998-05-05,27,800000,649998,,2025-10-17
Jherson Mosquera,CA Newell's Old Boys,450000,638623,1999-09-18,26,450000,638623,,2025-10-17
Luca Regiardo,CA Newell's Old Boys,500000,1328380,2006-10-23,18,500000,1328380,,2025-10-17
Martín Fernández,CA Newell's Old Boys,400000,670341,2001-05-08,24,400000,670341,,2025-10-17
Valentino Acuña,CA Newell's Old Boys,300000,1074966,2006-01-27,19,300000,1074966,,2025-10-17
Éver Banega,CA Newell's Old Boys,750000,12249,1988-06-29,37,750000,12249,,2025-10-17
David Sotelo,CA Newell's Old Boys,300000,1061839,2003-07-30,22,300000,1061839,,2025-10-17
Lisandro Montenegro,CA Newell's Old Boys,75000,978974,2003-03-27,22,75000,978974,,2025-10-17
Gaspar Iñíguez,CA Newell's Old Boys,25000,189432,1994-03-26,31,25000,189432,,2025-10-17
Gonzalo Maroni,CA Newell's Old Boys,2800000,441385,1999-03-18,26,2800000,441385,,2025-10-17
Jerónimo Gómez Mattar,CA Newell's Old Boys,250000,1241453,2008-08-07,17,250000,1241453,,2025-10-17
Pablo Altamirano,CA Newell's Old Boys,50000,1291795,2005-01-30,20,50000,1291795,,2025-10-17
Josué Colmán,CA Newell's Old Boys,2000000,401726,1998-07-25,27,2000000,401726,,2025-10-17
Franco Orozco,CA Newell's Old Boys,1500000,661140,2002-01-09,23,1500000,661140,,2025-10-17
Luciano Herrera,CA Newell's Old Boys,1000000,730802,1996-05-31,29,1000000,730802,,2025-10-17
Giovani Chiaverano,CA Newell's Old Boys,150000,1192376,2005-05-21,20,150000,1192376,,2025-10-17
Facundo Guch,CA Newell's Old Boys,75000,1377866,2007-01-20,18,75000,1377866,,2025-10-17
Carlos González,CA Newell's Old Boys,1500000,366620,1993-02-04,32,1500000,366620,,2025-10-17
Juan Manuel García,CA Newell's Old Boys,350000,457244,1992-11-14,32,350000,457244,,2025-10-17
Darío Benedetto,CA Newell's Old Boys,200000,92693,1990-05-17,35,200000,92693,,2025-10-17
Genaro Rossi,CA Newell's Old Boys,125000,978975,2002-02-07,23,125000,978975,,2025-10-17
Josué Reinatti,Defensa y Justicia,100000,1229028,2003-06-02,22,100000,1229028,,2025-10-17
Facundo Masuero,Defensa y Justicia,75000,907116,2000-05-23,25,75000,907116,,2025-10-17
Enrique Bologna,Defensa y Justicia,25000,30753,1982-02-13,43,25000,30753,,2025-10-17
Damián Fernández,Defensa y Justicia,2000000,706562,2001-01-02,24,2000000,706562,,2025-10-17
Lucas Ferreira,Defensa y Justicia,1200000,750733,2000-06-16,25,1200000,750733,,2025-10-17
Emanuel Aguilera,Defensa y Justicia,200000,123015,1989-06-11,36,200000,123015,,2025-10-17
Samuel Lucero,Defensa y Justicia,100000,1068089,2005-07-29,20,100000,1068089,,2025-10-17
Alexis Soto,Defensa y Justicia,1700000,409272,1993-10-20,31,1700000,409272,,2025-10-17
Rafael Delgado,Defensa y Justicia,100000,167314,1990-01-13,35,100000,167314,,2025-10-17
Ezequiel Cannavo,Defensa y Justicia,2000000,844791,2002-06-12,23,2000000,844791,,2025-10-17
Lucas Souto,Defensa y Justicia,500000,699689,1998-10-11,27,500000,699689,,2025-10-17
Tobías Rubio,Defensa y Justicia,500000,849534,2004-07-27,21,500000,849534,,2025-10-17
Kevin Gutiérrez,Defensa y Justicia,3500000,554799,1997-06-03,28,3500000,554799,,2025-10-17
Benjamín Schamine,Defensa y Justicia,350000,1141726,2003-10-24,21,350000,1141726,,2025-10-17
César Pérez,Defensa y Justicia,3000000,662746,2002-11-29,22,3000000,662746,,2025-10-17
Lucas González,Defensa y Justicia,1500000,688778,2000-06-03,25,1500000,688778,,2025-10-17
Santiago Sosa,Defensa y Justicia,600000,1253317,2005-01-30,20,600000,1253317,,2025-10-17
Matías Miranda,Defensa y Justicia,75000,714744,2000-05-05,25,75000,714744,,2025-10-17
Agustín Hausch,Defensa y Justicia,250000,668514,2003-05-21,22,250000,668514,,2025-10-17
Aarón Molinas,Defensa y Justicia,3000000,575999,2000-08-02,25,3000000,575999,,2025-10-17
Lenny Lobato,Defensa y Justicia,1500000,865028,2001-02-03,24,1500000,865028,,2025-10-17
David Barbona,Defensa y Justicia,1000000,356089,1995-02-22,30,1000000,356089,,2025-10-17
Uriel La Roza,Defensa y Justicia,50000,1295834,2005-02-27,20,50000,1295834,,2025-10-17
Matías Sosa,Defensa y Justicia,50000,841182,2001-08-18,24,50000,841182,,2025-10-17
Juan Miritello,Defensa y Justicia,2000000,728200,1999-02-08,26,2000000,728200,,2025-10-17
Abiel Osorio,Defensa y Justicia,1500000,991773,2002-06-13,23,1500000,991773,,2025-10-17
Juan Gutiérrez,Defensa y Justicia,700000,581321,2002-02-04,23,700000,581321,,2025-10-17
Nicolás Stefanelli,Defensa y Justicia,400000,333923,1994-11-22,30,400000,333923,,2025-10-17
Luca Franco,Defensa y Justicia,100000,1033619,2002-11-26,22,100000,1033619,,2025-10-17
Sebastián Meza,CA Huracán,700000,839030,2000-03-14,25,700000,839030,,2025-10-17
Hernán Galíndez,CA Huracán,350000,77127,1987-03-30,38,350000,77127,,2025-10-17
Lucas Carrizo,CA Huracán,800000,522204,1997-05-20,28,800000,522204,,2025-10-17
Hugo Nervo,CA Huracán,600000,107503,1991-01-06,34,600000,107503,,2025-10-17
Nicolás Goitea,CA Huracán,400000,840768,1997-06-11,28,400000,840768,,2025-10-17
Nehuén Paz,CA Huracán,300000,284724,1993-04-28,32,300000,284724,,2025-10-17
Daniel Zabala,CA Huracán,200000,1203749,2003-01-17,22,200000,1203749,,2025-10-17
Fabio Pereyra,CA Huracán,175000,610248,1990-01-31,35,175000,610248,,2025-10-17
Patricio Pizarro,CA Huracán,75000,1025886,2000-07-27,25,75000,1025886,,2025-10-17
César Ibáñez,CA Huracán,2500000,674391,1999-06-17,26,2500000,674391,,2025-10-17
Leandro Lescano,CA Huracán,200000,1174823,2003-03-03,22,200000,1174823,,2025-10-17
Tomás Guidara,CA Huracán,1200000,355900,1996-03-13,29,1200000,355900,,2025-10-17
Hernán de la Fuente,CA Huracán,500000,552628,1997-01-07,28,500000,552628,,2025-10-17
Leonel Pérez,CA Huracán,6000000,839031,2004-08-09,21,6000000,839031,,2025-10-17
Emmanuel Ojeda,CA Huracán,600000,471657,1997-11-05,27,600000,471657,,2025-10-17
Leonardo Gil,CA Huracán,500000,125907,1991-05-31,34,500000,125907,,2025-10-17
Facundo Waller,CA Huracán,900000,322696,1997-04-09,28,900000,322696,,2025-10-17
Gabriel Alanís,CA Huracán,700000,342149,1994-03-16,31,700000,342149,,2025-10-17
Matko Miljevic,CA Huracán,5000000,632797,2001-05-09,24,5000000,632797,,2025-10-17
Agustín Urzi,CA Huracán,1200000,636441,2000-05-04,25,1200000,636441,,2025-10-17
Rodrigo Cabral,CA Huracán,600000,709552,2000-08-08,25,600000,709552,,2025-10-17
Juan Bisanz,CA Huracán,2000000,866061,2001-08-28,24,2000000,866061,,2025-10-17
Leonardo Sequeira,CA Huracán,700000,384761,1995-04-26,30,700000,384761,,2025-10-17
Eric Ramírez,CA Huracán,1500000,364945,1996-09-21,29,1500000,364945,,2025-10-17
Matías Tissera,CA Huracán,1200000,503001,1996-09-06,29,1200000,503001,,2025-10-17
Luciano Giménez,CA Huracán,700000,985755,2000-02-18,25,700000,985755,,2025-10-17
Ramón Ábila,CA Huracán,150000,88049,1989-10-14,36,150000,88049,,2025-10-17
Matías Pólvera,CA Huracán,50000,932963,2000-12-13,24,50000,932963,,2025-10-17
Diego Rodríguez,AA Argentinos Juniors,300000,90800,1989-06-25,36,300000,90800,,2025-10-17
Sergio Romero,AA Argentinos Juniors,200000,30690,1987-02-22,38,200000,30690,,2025-10-17
Francisco Álvarez,AA Argentinos Juniors,4000000,565766,2000-02-26,25,4000000,565766,,2025-10-17
Tobías Ramírez,AA Argentinos Juniors,3000000,1000684,2006-11-11,18,3000000,1000684,,2025-10-17
Mateo Antoni,AA Argentinos Juniors,600000,988661,2003-04-22,22,600000,988661,,2025-10-17
Érik Godoy,AA Argentinos Juniors,250000,225479,1993-08-16,32,250000,225479,,2025-10-17
Román Riquelme,AA Argentinos Juniors,100000,909736,2002-05-18,23,100000,909736,,2025-10-17
Claudio Bravo,AA Argentinos Juniors,1200000,441408,1997-03-13,28,1200000,441408,,2025-10-17
Sebastián Prieto,AA Argentinos Juniors,300000,613708,1993-04-09,32,300000,613708,,2025-10-17
Leandro Lozano,AA Argentinos Juniors,3500000,665101,1998-12-19,26,3500000,665101,,2025-10-17
Kevin Coronel,AA Argentinos Juniors,350000,1198369,2004-08-11,21,350000,1198369,,2025-10-17
Luciano Sánchez,AA Argentinos Juniors,125000,444495,1994-01-25,31,125000,444495,,2025-10-17
Federico Fattori,AA Argentinos Juniors,650000,357956,1992-07-22,33,650000,357956,,2025-10-17
Cristian Ferreira,AA Argentinos Juniors,500000,548468,1999-09-12,26,500000,548468,,2025-10-17
Juan Cardozo,AA Argentinos Juniors,200000,912696,2004-02-24,21,200000,912696,,2025-10-17
Lucas Gómez,AA Argentinos Juniors,200000,1225293,2004-06-17,21,200000,1225293,,2025-10-17
Joaquín Gho,AA Argentinos Juniors,2500000,842589,2003-05-14,22,2500000,842589,,2025-10-17
Alan Lescano,AA Argentinos Juniors,6000000,991134,2001-11-11,23,6000000,991134,,2025-10-17
Hernán López Muñoz,AA Argentinos Juniors,4000000,665309,2000-09-07,25,4000000,665309,,2025-10-17
Gabriel Florentín,AA Argentinos Juniors,1200000,675341,1999-03-13,26,1200000,675341,,2025-10-17
Nicolás Oroz,AA Argentinos Juniors,800000,332250,1994-04-01,31,800000,332250,,2025-10-17
Emiliano Viveros,AA Argentinos Juniors,500000,907313,2002-09-30,23,500000,907313,,2025-10-17
Lautaro Giaccone,AA Argentinos Juniors,1500000,851803,2001-02-01,24,1500000,851803,,2025-10-17
Elias Peralta,AA Argentinos Juniors,100000,987238,2003-05-18,22,100000,987238,,2025-10-17
Tomás Molina,AA Argentinos Juniors,2500000,429591,1995-04-12,30,2500000,429591,,2025-10-17
Matías Giménez,AA Argentinos Juniors,2200000,656112,1999-03-06,26,2200000,656112,,2025-10-17
Rubén Bentancourt,AA Argentinos Juniors,300000,197333,1993-03-02,32,300000,197333,,2025-10-17
Diego Porcel,AA Argentinos Juniors,250000,1269429,2005-01-21,20,250000,1269429,,2025-10-17
Lautaro Ovando,AA Argentinos Juniors,200000,668551,2003-02-10,22,200000,668551,,2025-10-17
Ismael Sosa,AA Argentinos Juniors,25000,45327,1987-01-18,38,25000,45327,,2025-10-17
Manuel Brondo,AA Argentinos Juniors,25000,1103930,2002-02-25,23,25000,1103930,,2025-10-17
Axel Werner,CA Rosario Central,375000,236734,1996-02-28,29,375000,236734,,2025-10-17
Jorge Broun,CA Rosario Central,125000,55150,1986-05-26,39,125000,55150,,2025-10-17
Juan Giménez,CA Rosario Central,3000000,1000686,2006-04-27,19,3000000,1000686,,2025-10-17
Facundo Mallo,CA Rosario Central,1700000,347193,1995-01-16,30,1700000,347193,,2025-10-17
Juan Cruz Komar,CA Rosario Central,600000,319691,1996-08-13,29,600000,319691,,2025-10-17
Carlos Quintana,CA Rosario Central,100000,54596,1988-02-11,37,100000,54596,,2025-10-17
Agustín Sández,CA Rosario Central,2500000,847023,2001-01-16,24,2500000,847023,,2025-10-17
Juan Elordi,CA Rosario Central,300000,728602,1994-08-21,31,300000,728602,,2025-10-17
Emanuel Coronel,CA Rosario Central,2700000,565194,1997-02-01,28,2700000,565194,,2025-10-17
Franco Ibarra,CA Rosario Central,3500000,741685,2001-04-28,24,3500000,741685,,2025-10-17
Federico Navarro,CA Rosario Central,2300000,632131,2000-03-09,25,2300000,632131,,2025-10-17
Tomás O'Connor,CA Rosario Central,1500000,1027880,2004-03-25,21,1500000,1027880,,2025-10-17
Enzo Giménez,CA Rosario Central,550000,569088,1998-02-17,27,550000,569088,,2025-10-17
Ignacio Malcorra,CA Rosario Central,400000,87518,1987-07-24,38,400000,87518,,2025-10-17
Santiago Segovia,CA Rosario Central,250000,1197922,2007-03-26,18,250000,1197922,,2025-10-17
Francesco Lo Celso,CA Rosario Central,50000,642757,2000-03-05,25,50000,642757,,2025-10-17
Jáminton Campaz,CA Rosario Central,6000000,491553,2000-05-24,25,6000000,491553,,2025-10-17
Santiago López,CA Rosario Central,2300000,1000687,2006-02-09,19,2300000,1000687,,2025-10-17
Maximiliano Lovera,CA Rosario Central,700000,441422,1999-03-09,26,700000,441422,,2025-10-17
Giovanni Cantizano,CA Rosario Central,250000,1213079,2007-03-21,18,250000,1213079,,2025-10-17
Ángel Di María,CA Rosario Central,2000000,45320,1988-02-14,37,2000000,45320,,2025-10-17
Gaspar Duarte,CA Rosario Central,1000000,1297988,2003-01-06,22,1000000,1297988,,2025-10-17
Enzo Copetti,CA Rosario Central,3000000,504254,1996-01-16,29,3000000,504254,,2025-10-17
Alejo Veliz,CA Rosario Central,2500000,888493,2003-09-19,22,2500000,888493,,2025-10-17
Agustín Módica,CA Rosario Central,1300000,1184570,2003-01-12,22,1300000,1184570,,2025-10-17
Fabricio Oviedo,CA Rosario Central,400000,1022385,2004-02-19,21,400000,1022385,,2025-10-17
Facundo Sanguinetti,CA Banfield,2000000,870032,2001-03-01,24,2000000,870032,,2025-10-17
Diego Romero,CA Banfield,700000,643063,2001-08-17,24,700000,643063,,2025-10-17
Joaquín Pombo,CA Banfield,800000,849258,2001-03-18,24,800000,849258,,2025-10-17
Nicolás Meriano,CA Banfield,450000,941511,2000-11-09,24,450000,941511,,2025-10-17
Brandon Oviedo,CA Banfield,200000,1322606,2005-01-25,20,200000,1322606,,2025-10-17
Sergio Vittor,CA Banfield,100000,91597,1989-06-09,36,100000,91597,,2025-10-17
Santiago Daniele,CA Banfield,50000,1281969,2005-11-22,19,50000,1281969,,2025-10-17
Ignacio Abraham,CA Banfield,600000,985269,1998-01-12,27,600000,985269,,2025-10-17
Nicolás Colazo,CA Banfield,75000,116277,1990-07-08,35,75000,116277,,2025-10-17
Juan Luis Alfaro,CA Banfield,300000,997374,1999-10-16,26,300000,997374,,2025-10-17
Juan Iribarren,CA Banfield,75000,1232511,2003-01-22,22,75000,1232511,,2025-10-17
Lautaro Ríos,CA Banfield,700000,878220,2000-10-09,25,700000,878220,,2025-10-17
Martín Río,CA Banfield,1500000,816843,2001-03-14,24,1500000,816843,,2025-10-17
Santiago Esquivel,CA Banfield,400000,1301391,2004-01-02,21,400000,1301391,,2025-10-17
Gabriel Vega,CA Banfield,75000,906749,2002-04-18,23,75000,906749,,2025-10-17
Lucas Palavecino,CA Banfield,50000,1073555,2003-10-18,21,50000,1073555,,2025-10-17
Santiago López García,CA Banfield,600000,654813,1997-12-04,27,600000,654813,,2025-10-17
Tomás Adoryán,CA Banfield,400000,1115868,2001-09-22,24,400000,1115868,,2025-10-17
Gonzalo Ríos,CA Banfield,1200000,907834,1999-01-27,26,1200000,907834,,2025-10-17
Matías González,CA Banfield,350000,831492,2002-02-28,23,350000,831492,,2025-10-17
Frank Castañeda,CA Banfield,700000,562483,1994-07-17,31,700000,562483,,2025-10-17
Lisandro Piñero,CA Banfield,300000,1301427,2007-07-15,18,300000,1301427,,2025-10-17
Agustín Obando,CA Banfield,125000,491706,2000-03-11,25,125000,491706,,2025-10-17
Agustín Alaniz,CA Banfield,600000,989203,2002-05-16,23,600000,989203,,2025-10-17
Rodrigo Auzmendi,CA Banfield,2000000,690727,2001-01-02,24,2000000,690727,,2025-10-17
Mauro Méndez,CA Banfield,1300000,675468,1999-01-17,26,1300000,675468,,2025-10-17
Tomás Nasif,CA Banfield,800000,1291055,2004-01-02,21,800000,1291055,,2025-10-17
Bruno Sepúlveda,CA Banfield,350000,690718,1992-09-17,33,350000,690718,,2025-10-17
Julio Furch,CA Banfield,250000,149393,1989-07-29,36,250000,149393,,2025-10-17
Marcos Arturia,CA Banfield,250000,636440,1998-02-08,27,250000,636440,,2025-10-17
Matías Mansilla,Club Atlético Tucumán,3000000,731722,1996-01-15,29,3000000,731722,,2025-10-17
Juan González,Club Atlético Tucumán,150000,503219,1993-07-10,32,150000,503219,,2025-10-17
Clever Ferreira,Club Atlético Tucumán,700000,1244188,2003-02-20,22,700000,1244188,,2025-10-17
Miguel Brizuela,Club Atlético Tucumán,600000,689465,1997-01-05,28,600000,689465,,2025-10-17
Gianluca Ferrari,Club Atlético Tucumán,500000,340507,1997-06-30,28,500000,340507,,2025-10-17
Fausto Grillo,Club Atlético Tucumán,275000,323422,1993-02-20,32,275000,323422,,2025-10-17
Marcelo Ortiz,Club Atlético Tucumán,225000,267772,1994-01-13,31,225000,267772,,2025-10-17
Juan Infante,Club Atlético Tucumán,650000,615255,1996-01-07,29,650000,615255,,2025-10-17
Ignacio Galván,Club Atlético Tucumán,150000,863140,2002-09-06,23,150000,863140,,2025-10-17
Maximiliano Villa,Club Atlético Tucumán,450000,521234,1997-03-03,28,450000,521234,,2025-10-17
Moisés Brandán,Club Atlético Tucumán,200000,908390,2000-08-26,25,200000,908390,,2025-10-17
Damián Martínez,Club Atlético Tucumán,125000,107282,1990-01-31,35,125000,107282,,2025-10-17
Kevin Ortiz,Club Atlético Tucumán,1200000,984079,2000-09-18,25,1200000,984079,,2025-10-17
Adrián Sánchez,Club Atlético Tucumán,1800000,744279,1999-05-14,26,1800000,744279,,2025-10-17
Kevin López,Club Atlético Tucumán,350000,931942,2001-12-28,23,350000,931942,,2025-10-17
Guillermo Acosta,Club Atlético Tucumán,200000,422917,1988-07-01,37,200000,422917,,2025-10-17
Renzo Tesuri,Club Atlético Tucumán,1300000,457666,1996-06-07,29,1300000,457666,,2025-10-17
Lautaro Godoy,Club Atlético Tucumán,400000,1098440,2003-03-15,22,400000,1098440,,2025-10-17
Franco Nicola,Club Atlético Tucumán,300000,1015626,2002-04-18,23,300000,1015626,,2025-10-17
Nicolás Laméndola,Club Atlético Tucumán,400000,756809,1998-12-12,26,400000,756809,,2025-10-17
Lucas Román,Club Atlético Tucumán,300000,990202,2004-02-10,21,300000,990202,,2025-10-17
Carlos Auzqui,Club Atlético Tucumán,200000,100001,1991-03-16,34,200000,100001,,2025-10-17
Mateo Bajamich,Club Atlético Tucumán,1000000,610228,1999-08-03,26,1000000,610228,,2025-10-17
Ramiro Ruiz Rodríguez,Club Atlético Tucumán,800000,633048,2000-03-21,25,800000,633048,,2025-10-17
Leandro Díaz,Club Atlético Tucumán,500000,140214,1992-06-06,33,500000,140214,,2025-10-17
Lisandro Cabrera,Club Atlético Tucumán,200000,617776,1998-01-04,27,200000,617776,,2025-10-17
Thiago Cardozo,Club Atlético Belgrano,2000000,294843,1996-07-31,29,2000000,294843,,2025-10-17
Ignacio Chicco,Club Atlético Belgrano,400000,503329,1996-06-30,29,400000,503329,,2025-10-17
Manuel Vicentini,Club Atlético Belgrano,175000,239697,1990-08-29,35,175000,239697,,2025-10-17
Federico Ricca,Club Atlético Belgrano,1300000,285322,1994-12-01,30,1300000,285322,,2025-10-17
Leonardo Morales,Club Atlético Belgrano,700000,457061,1991-04-11,34,700000,457061,,2025-10-17
Alexis Maldonado,Club Atlético Belgrano,700000,444100,1997-09-02,28,700000,444100,,2025-10-17
Lisandro López,Club Atlético Belgrano,400000,125019,1989-09-01,36,400000,125019,,2025-10-17
Aníbal Leguizamón,Club Atlético Belgrano,275000,610333,1992-01-10,33,275000,610333,,2025-10-17
Juan Velázquez,Club Atlético Belgrano,2300000,1264273,2004-11-19,20,2300000,1264273,,2025-10-17
Tobias Ostchega,Club Atlético Belgrano,400000,495109,1998-08-26,27,400000,495109,,2025-10-17
Adrián Spörle,Club Atlético Belgrano,250000,440371,1995-07-13,30,250000,440371,,2025-10-17
Elías López,Club Atlético Belgrano,450000,491691,2000-07-08,25,450000,491691,,2025-10-17
Santiago Longo,Club Atlético Belgrano,3000000,697065,1998-04-12,27,3000000,697065,,2025-10-17
Rodrigo Saravia,Club Atlético Belgrano,1500000,750753,2000-08-17,25,1500000,750753,,2025-10-17
Facundo Quignón,Club Atlético Belgrano,500000,131218,1993-05-02,32,500000,131218,,2025-10-17
Gerónimo Heredia,Club Atlético Belgrano,500000,1173433,2005-02-09,20,500000,1173433,,2025-10-17
Agustin Baldi,Club Atlético Belgrano,225000,697644,2002-05-11,23,225000,697644,,2025-10-17
Lucas Menossi,Club Atlético Belgrano,450000,225481,1992-07-11,33,450000,225481,,2025-10-17
Gabriel Compagnucci,Club Atlético Belgrano,200000,538608,1991-08-29,34,200000,538608,,2025-10-17
Lucas Zelarayán,Club Atlético Belgrano,3000000,230030,1992-06-20,33,3000000,230030,,2025-10-17
Francisco González Metilli,Club Atlético Belgrano,2200000,442679,1997-03-29,28,2200000,442679,,2025-10-17
Jeremías Lucco,Club Atlético Belgrano,200000,1173444,2005-12-10,19,200000,1173444,,2025-10-17
Julián Mavilla,Club Atlético Belgrano,100000,1144681,2000-04-27,25,100000,1144681,,2025-10-17
Ramiro Hernandes,Club Atlético Belgrano,25000,1273494,2004-11-19,20,25000,1273494,,2025-10-17
Bryan Reyna,Club Atlético Belgrano,1500000,440312,1998-08-23,27,1500000,440312,,2025-10-17
Ulises Sánchez,Club Atlético Belgrano,2500000,724220,1998-06-26,27,2500000,724220,,2025-10-17
Nicolás Fernández,Club Atlético Belgrano,4000000,333921,1996-02-08,29,4000000,333921,,2025-10-17
Lucas Passerini,Club Atlético Belgrano,2000000,334586,1994-07-16,31,2000000,334586,,2025-10-17
Franco Jara,Club Atlético Belgrano,200000,75035,1988-07-15,37,200000,75035,,2025-10-17
Nelson Insfrán,Club de Gimnasia y Esgrima La Plata,1000000,660280,1995-05-24,30,1000000,660280,,2025-10-17
Luis Ingolotti,Club de Gimnasia y Esgrima La Plata,750000,552636,2000-01-14,25,750000,552636,,2025-10-17
Renzo Giampaoli,Club de Gimnasia y Esgrima La Plata,1200000,838405,2000-01-07,25,1200000,838405,,2025-10-17
Enzo Martínez,Club de Gimnasia y Esgrima La Plata,600000,578737,1998-04-29,27,600000,578737,,2025-10-17
Gastón Suso,Club de Gimnasia y Esgrima La Plata,350000,469776,1991-03-12,34,350000,469776,,2025-10-17
Juan Villalba,Club de Gimnasia y Esgrima La Plata,300000,1005800,2006-03-15,19,300000,1005800,,2025-10-17
Germán Conti,Club de Gimnasia y Esgrima La Plata,250000,284321,1994-06-03,31,250000,284321,,2025-10-17
Diego Mastrángelo,Club de Gimnasia y Esgrima La Plata,100000,1110143,2002-11-07,22,100000,1110143,,2025-10-17
Juan Cortazzo,Club de Gimnasia y Esgrima La Plata,50000,1224924,2005-10-18,19,50000,1224924,,2025-10-17
Pedro Silva Torrejón,Club de Gimnasia y Esgrima La Plata,700000,438927,1997-01-25,28,700000,438927,,2025-10-17
Matías Melluso,Club de Gimnasia y Esgrima La Plata,300000,564216,1998-06-09,27,300000,564216,,2025-10-17
Juan Pintado,Club de Gimnasia y Esgrima La Plata,1800000,410456,1997-07-28,28,1800000,410456,,2025-10-17
Fabricio Corbalán,Club de Gimnasia y Esgrima La Plata,100000,1283981,2003-09-29,22,100000,1283981,,2025-10-17
Mateo Seoane,Club de Gimnasia y Esgrima La Plata,600000,850433,2004-02-09,21,600000,850433,,2025-10-17
Facundo Di Biasi,Club de Gimnasia y Esgrima La Plata,450000,1305326,2005-06-22,20,450000,1305326,,2025-10-17
Nicolás Garayalde,Club de Gimnasia y Esgrima La Plata,700000,744282,1999-07-21,26,700000,744282,,2025-10-17
Juan Yangali,Club de Gimnasia y Esgrima La Plata,150000,985756,2000-03-03,25,150000,985756,,2025-10-17
Augusto Max,Club de Gimnasia y Esgrima La Plata,125000,149770,1992-08-10,33,125000,149770,,2025-10-17
Lucas Castro,Club de Gimnasia y Esgrima La Plata,200000,105892,1989-04-09,36,200000,105892,,2025-10-17
Juan Pérez,Club de Gimnasia y Esgrima La Plata,175000,1087316,2004-07-25,21,175000,1087316,,2025-10-17
Leandro Mamut,Club de Gimnasia y Esgrima La Plata,75000,865201,2003-12-31,21,75000,865201,,2025-10-17
Alejandro Piedrahita,Club de Gimnasia y Esgrima La Plata,700000,853948,2002-09-03,23,700000,853948,,2025-10-17
Jeremías Merlo,Club de Gimnasia y Esgrima La Plata,600000,1283982,2006-06-20,19,600000,1283982,,2025-10-17
Bautista Merlini,Club de Gimnasia y Esgrima La Plata,400000,431737,1995-07-04,30,400000,431737,,2025-10-17
Alan Sosa,Club de Gimnasia y Esgrima La Plata,400000,1103941,2003-05-05,22,400000,1103941,,2025-10-17
Maximiliano Zalazar,Club de Gimnasia y Esgrima La Plata,1000000,757175,2001-03-08,24,1000000,757175,,2025-10-17
Manuel Panaro,Club de Gimnasia y Esgrima La Plata,800000,836252,2002-12-28,22,800000,836252,,2025-10-17
Franco Torres,Club de Gimnasia y Esgrima La Plata,400000,909789,1999-05-25,26,400000,909789,,2025-10-17
Norberto Briasco,Club de Gimnasia y Esgrima La Plata,200000,457218,1996-02-29,29,200000,457218,,2025-10-17
Marcelo Torres,Club de Gimnasia y Esgrima La Plata,800000,480778,1997-11-06,27,800000,480778,,2025-10-17
Sebastián Lomónaco,Club de Gimnasia y Esgrima La Plata,700000,556046,1998-09-17,27,700000,556046,,2025-10-17
Ivo Mammini,Club de Gimnasia y Esgrima La Plata,500000,748065,2003-04-15,22,500000,748065,,2025-10-17
Jan Hurtado,Club de Gimnasia y Esgrima La Plata,400000,459115,2000-03-05,25,400000,459115,,2025-10-17
Alan Aguerre,CA Central Córdoba (SdE),200000,269784,1990-08-23,35,200000,269784,,2025-10-17
Juan Pablo Zozaya,CA Central Córdoba (SdE),200000,830307,2001-08-13,24,200000,830307,,2025-10-17
