player_name,club_name,market_value_eur,player_id,dob,age
Emiliano Viveros,AA Argentinos Juniors,500000,907313,2002-09-30,23
Lautaro Giaccone,AA Argentinos Juniors,1500000,851803,2001-02-01,24
Elias Peralta,AA Argentinos Juniors,100000,987238,2003-05-18,22
Tomás Molina,AA Argentinos Juniors,2500000,429591,1995-04-12,30
Matías Giménez,AA Argentinos Juniors,2200000,656112,1999-03-06,26
Rubén Bentancourt,AA Argentinos Juniors,300000,197333,1993-03-02,32
Diego Porcel,AA Argentinos Juniors,250000,1269429,2005-01-21,20
Lautaro Ovando,AA Argentinos Juniors,200000,668551,2003-02-10,22
Ismael Sosa,AA Argentinos Juniors,25000,45327,1987-01-18,38
Manuel Brondo,AA Argentinos Juniors,25000,1103930,2002-02-25,23
Axel Werner,CA Rosario Central,375000,236734,1996-02-28,29
Jorge Broun,CA Rosario Central,125000,55150,1986-05-26,39
Juan Giménez,CA Rosario Central,3000000,1000686,2006-04-27,19
Facundo Mallo,CA Rosario Central,1700000,347193,1995-01-16,30
Juan Cruz Komar,CA Rosario Central,600000,319691,1996-08-13,29
Carlos Quintana,CA Rosario Central,100000,54596,1988-02-11,37
Agustín Sández,CA Rosario Central,2500000,847023,2001-01-16,24
Juan Elordi,CA Rosario Central,300000,728602,1994-08-21,31
Emanuel Coronel,CA Rosario Central,2700000,565194,1997-02-01,28
Franco Ibarra,CA Rosario Central,3500000,741685,2001-04-28,24
Federico Navarro,CA Rosario Central,2300000,632131,2000-03-09,25
Tomás O'Connor,CA Rosario Central,1500000,1027880,2004-03-25,21
Enzo Giménez,CA Rosario Central,550000,569088,1998-02-17,27
Ignacio Malcorra,CA Rosario Central,400000,87518,1987-07-24,38
Santiago Segovia,CA Rosario Central,250000,1197922,2007-03-26,18
Francesco Lo Celso,CA Rosario Central,50000,642757,2000-03-05,25
Jáminton Campaz,CA Rosario Central,6000000,491553,2000-05-24,25
Santiago López,CA Rosario Central,2300000,1000687,2006-02-09,19
Maximiliano Lovera,CA Rosario Central,700000,441422,1999-03-09,26
Giovanni Cantizano,CA Rosario Central,250000,1213079,2007-03-21,18
Ángel Di María,CA Rosario Central,2000000,45320,1988-02-14,37
Gaspar Duarte,CA Rosario Central,1000000,1297988,2003-01-06,22
Enzo Copetti,CA Rosario Central,3000000,504254,1996-01-16,29
Alejo Veliz,CA Rosario Central,2500000,888493,2003-09-19,22
Agustín Módica,CA Rosario Central,1300000,1184570,2003-01-12,22
Fabricio Oviedo,CA Rosario Central,400000,1022385,2004-02-19,21
Facundo Sanguinetti,CA Banfield,2000000,870032,2001-03-01,24
Diego Romero,CA Banfield,700000,643063,2001-08-17,24
Joaquín Pombo,CA Banfield,800000,849258,2001-03-18,24
Nicolás Meriano,CA Banfield,450000,941511,2000-11-09,24
Brandon Oviedo,CA Banfield,200000,1322606,2005-01-25,20
Sergio Vittor,CA Banfield,100000,91597,1989-06-09,36
Santiago Daniele,CA Banfield,50000,1281969,2005-11-22,19
Ignacio Abraham,CA Banfield,600000,985269,1998-01-12,27
Nicolás Colazo,CA Banfield,75000,116277,1990-07-08,35
Juan Luis Alfaro,CA Banfield,300000,997374,1999-10-16,26
Juan Iribarren,CA Banfield,75000,1232511,2003-01-22,22
Lautaro Ríos,CA Banfield,700000,878220,2000-10-09,25
Martín Río,CA Banfield,1500000,816843,2001-03-14,24
Santiago Esquivel,CA Banfield,400000,1301391,2004-01-02,21
Gabriel Vega,CA Banfield,75000,906749,2002-04-18,23
Lucas Palavecino,CA Banfield,50000,1073555,2003-10-18,21
Santiago López García,CA Banfield,600000,654813,1997-12-04,27
Tomás Adoryán,CA Banfield,400000,1115868,2001-09-22,24
Gonzalo Ríos,CA Banfield,1200000,907834,1999-01-27,26
Matías González,CA Banfield,350000,831492,2002-02-28,23
Frank Castañeda,CA Banfield,700000,562483,1994-07-17,31
Lisandro Piñero,CA Banfield,300000,1301427,2007-07-15,18
Agustín Obando,CA Banfield,125000,491706,2000-03-11,25
Agustín Alaniz,CA Banfield,600000,989203,2002-05-16,23
Rodrigo Auzmendi,CA Banfield,2000000,690727,2001-01-02,24
Mauro Méndez,CA Banfield,1300000,675468,1999-01-17,26
Tomás Nasif,CA Banfield,800000,1291055,2004-01-02,21
Bruno Sepúlveda,CA Banfield,350000,690718,1992-09-17,33
Julio Furch,CA Banfield,250000,149393,1989-07-29,36
Marcos Arturia,CA Banfield,250000,636440,1998-02-08,27
Matías Mansilla,Club Atlético Tucumán,3000000,731722,1996-01-15,29
Juan González,Club Atlético Tucumán,150000,503219,1993-07-10,32
Clever Ferreira,Club Atlético Tucumán,700000,1244188,2003-02-20,22
Miguel Brizuela,Club Atlético Tucumán,600000,689465,1997-01-05,28
Gianluca Ferrari,Club Atlético Tucumán,500000,340507,1997-06-30,28
Fausto Grillo,Club Atlético Tucumán,275000,323422,1993-02-20,32
Marcelo Ortiz,Club Atlético Tucumán,225000,267772,1994-01-13,31
Juan Infante,Club Atlético Tucumán,650000,615255,1996-01-07,29
Ignacio Galván,Club Atlético Tucumán,150000,863140,2002-09-06,23
Maximiliano Villa,Club Atlético Tucumán,450000,521234,1997-03-03,28
Moisés Brandán,Club Atlético Tucumán,200000,908390,2000-08-26,25
Damián Martínez,Club Atlético Tucumán,125000,107282,1990-01-31,35
Kevin Ortiz,Club Atlético Tucumán,1200000,984079,2000-09-18,25
Adrián Sánchez,Club Atlético Tucumán,1800000,744279,1999-05-14,26
Kevin López,Club Atlético Tucumán,350000,931942,2001-12-28,23
Guillermo Acosta,Club Atlético Tucumán,200000,422917,1988-07-01,37
Renzo Tesuri,Club Atlético Tucumán,1300000,457666,1996-06-07,29
Lautaro Godoy,Club Atlético Tucumán,400000,1098440,2003-03-15,22
Franco Nicola,Club Atlético Tucumán,300000,1015626,2002-04-18,23
Nicolás Laméndola,Club Atlético Tucumán,400000,756809,1998-12-12,26
Lucas Román,Club Atlético Tucumán,300000,990202,2004-02-10,21
Carlos Auzqui,Club Atlético Tucumán,200000,100001,1991-03-16,34
Mateo Bajamich,Club Atlético Tucumán,1000000,610228,1999-08-03,26
Ramiro Ruiz Rodríguez,Club Atlético Tucumán,800000,633048,2000-03-21,25
Leandro Díaz,Club Atlético Tucumán,500000,140214,1992-06-06,33
Lisandro Cabrera,Club Atlético Tucumán,200000,617776,1998-01-04,27
Thiago Cardozo,Club Atlético Belgrano,2000000,294843,1996-07-31,29
Ignacio Chicco,Club Atlético Belgrano,400000,503329,1996-06-30,29
Manuel Vicentini,Club Atlético Belgrano,175000,239697,1990-08-29,35
Federico Ricca,Club Atlético Belgrano,1300000,285322,1994-12-01,30
Leonardo Morales,Club Atlético Belgrano,700000,457061,1991-04-11,34
Alexis Maldonado,Club Atlético Belgrano,700000,444100,1997-09-02,28
Lisandro López,Club Atlético Belgrano,400000,125019,1989-09-01,36
Aníbal Leguizamón,Club Atlético Belgrano,275000,610333,1992-01-10,33
Juan Velázquez,Club Atlético Belgrano,2300000,1264273,2004-11-19,20
Tobias Ostchega,Club Atlético Belgrano,400000,495109,1998-08-26,27
Adrián Spörle,Club Atlético Belgrano,250000,440371,1995-07-13,30
Elías López,Club Atlético Belgrano,450000,491691,2000-07-08,25
Santiago Longo,Club Atlético Belgrano,3000000,697065,1998-04-12,27
Rodrigo Saravia,Club Atlético Belgrano,1500000,750753,2000-08-17,25
Facundo Quignón,Club Atlético Belgrano,500000,131218,1993-05-02,32
Gerónimo Heredia,Club Atlético Belgrano,500000,1173433,2005-02-09,20
Agustin Baldi,Club Atlético Belgrano,225000,697644,2002-05-11,23
Lucas Menossi,Club Atlético Belgrano,450000,225481,1992-07-11,33
Gabriel Compagnucci,Club Atlético Belgrano,200000,538608,1991-08-29,34
Lucas Zelarayán,Club Atlético Belgrano,3000000,230030,1992-06-20,33
Francisco González Metilli,Club Atlético Belgrano,2200000,442679,1997-03-29,28
Jeremías Lucco,Club Atlético Belgrano,200000,1173444,2005-12-10,19
Julián Mavilla,Club Atlético Belgrano,100000,1144681,2000-04-27,25
Ramiro Hernandes,Club Atlético Belgrano,25000,1273494,2004-11-19,20
Bryan Reyna,Club Atlético Belgrano,1500000,440312,1998-08-23,27
Ulises Sánchez,Club Atlético Belgrano,2500000,724220,1998-06-26,27
Nicolás Fernández,Club Atlético Belgrano,4000000,333921,1996-02-08,29
Lucas Passerini,Club Atlético Belgrano,2000000,334586,1994-07-16,31
Franco Jara,Club Atlético Belgrano,200000,75035,1988-07-15,37
Nelson Insfrán,Club de Gimnasia y Esgrima La Plata,1000000,660280,1995-05-24,30
Luis Ingolotti,Club de Gimnasia y Esgrima La Plata,750000,552636,2000-01-14,25
Renzo Giampaoli,Club de Gimnasia y Esgrima La Plata,1200000,838405,2000-01-07,25
Enzo Martínez,Club de Gimnasia y Esgrima La Plata,600000,578737,1998-04-29,27
Gastón Suso,Club de Gimnasia y Esgrima La Plata,350000,469776,1991-03-12,34
Juan Villalba,Club de Gimnasia y Esgrima La Plata,300000,1005800,2006-03-15,19
Germán Conti,Club de Gimnasia y Esgrima La Plata,250000,284321,1994-06-03,31
Diego Mastrángelo,Club de Gimnasia y Esgrima La Plata,100000,1110143,2002-11-07,22
Juan Cortazzo,Club de Gimnasia y Esgrima La Plata,50000,1224924,2005-10-18,19
Pedro Silva Torrejón,Club de Gimnasia y Esgrima La Plata,700000,438927,1997-01-25,28
Matías Melluso,Club de Gimnasia y Esgrima La Plata,300000,564216,1998-06-09,27
Juan Pintado,Club de Gimnasia y Esgrima La Plata,1800000,410456,1997-07-28,28
Fabricio Corbalán,Club de Gimnasia y Esgrima La Plata,100000,1283981,2003-09-29,22
Mateo Seoane,Club de Gimnasia y Esgrima La Plata,600000,850433,2004-02-09,21
Facundo Di Biasi,Club de Gimnasia y Esgrima La Plata,450000,1305326,2005-06-22,20
Nicolás Garayalde,Club de Gimnasia y Esgrima La Plata,700000,744282,1999-07-21,26
Juan Yangali,Club de Gimnasia y Esgrima La Plata,150000,985756,2000-03-03,25
Augusto Max,Club de Gimnasia y Esgrima La Plata,125000,149770,1992-08-10,33
Lucas Castro,Club de Gimnasia y Esgrima La Plata,200000,105892,1989-04-09,36
Juan Pérez,Club de Gimnasia y Esgrima La Plata,175000,1087316,2004-07-25,21
Leandro Mamut,Club de Gimnasia y Esgrima La Plata,75000,865201,2003-12-31,21
Alejandro Piedrahita,Club de Gimnasia y Esgrima La Plata,700000,853948,2002-09-03,23
Jeremías Merlo,Club de Gimnasia y Esgrima La Plata,600000,1283982,2006-06-20,19
Bautista Merlini,Club de Gimnasia y Esgrima La Plata,400000,431737,1995-07-04,30
Alan Sosa,Club de Gimnasia y Esgrima La Plata,400000,1103941,2003-05-05,22
Maximiliano Zalazar,Club de Gimnasia y Esgrima La Plata,1000000,757175,2001-03-08,24
Manuel Panaro,Club de Gimnasia y Esgrima La Plata,800000,836252,2002-12-28,22
Franco Torres,Club de Gimnasia y Esgrima La Plata,400000,909789,1999-05-25,26
Norberto Briasco,Club de Gimnasia y Esgrima La Plata,200000,457218,1996-02-29,29
Marcelo Torres,Club de Gimnasia y Esgrima La Plata,800000,480778,1997-11-06,27
Sebastián Lomónaco,Club de Gimnasia y Esgrima La Plata,700000,556046,1998-09-17,27
Ivo Mammini,Club de Gimnasia y Esgrima La Plata,500000,748065,2003-04-15,22
Jan Hurtado,Club de Gimnasia y Esgrima La Plata,400000,459115,2000-03-05,25
Alan Aguerre,CA Central Córdoba (SdE),200000,269784,1990-08-23,35
Juan Pablo Zozaya,CA Central Córdoba (SdE),200000,830307,2001-08-13,24
Lucas Abascia,CA Central Córdoba (SdE),1000000,689230,1995-12-10,29
Jonatan Galván,CA Central Córdoba (SdE),350000,216730,1992-06-25,33
Facundo Mansilla,CA Central Córdoba (SdE),250000,833783,1999-02-27,26
Yuri Casermeiro,CA Central Córdoba (SdE),200000,1130336,2002-03-12,23
Juan Pablo Pignani,CA Central Córdoba (SdE),125000,984882,2001-07-02,24
Braian Cufré,CA Central Córdoba (SdE),1500000,401521,1996-12-15,28
Gonzalo Trindade,CA Central Córdoba (SdE),125000,1203750,2004-05-14,21
Leonardo Marchi,CA Central Córdoba (SdE),50000,642521,1996-09-17,29
Santiago Moyano,CA Central Córdoba (SdE),500000,568551,1997-09-23,28
Fernando Martínez,CA Central Córdoba (SdE),100000,880025,2000-07-27,25
Iván Pillud,CA Central Córdoba (SdE),25000,77720,1986-04-24,39
Iván Gómez,CA Central Córdoba (SdE),1800000,459318,1997-02-28,28
Matías Vera,CA Central Córdoba (SdE),300000,368801,1995-10-26,29
Cristian Vega,CA Central Córdoba (SdE),150000,443689,1993-09-17,32
José Florentín,CA Central Córdoba (SdE),1800000,741965,1996-07-05,29
Fernando Juárez,CA Central Córdoba (SdE),800000,439627,1998-08-23,27
Sebastián Cristóforo,CA Central Córdoba (SdE),150000,188157,1993-08-23,32
Leonardo Heredia,CA Central Córdoba (SdE),1500000,538367,1996-01-11,29
Matías Godoy,CA Central Córdoba (SdE),800000,582168,2002-01-10,23
Lucas Besozzi,CA Central Córdoba (SdE),300000,829381,2003-01-22,22
David Zalazar,CA Central Córdoba (SdE),250000,983867,2002-05-09,23
Matías Perelló,CA Central Córdoba (SdE),1500000,1070369,2001-11-17,23
Franco Alfonso,CA Central Córdoba (SdE),400000,988412,2002-05-04,23
Diego Barrera,CA Central Córdoba (SdE),250000,1103406,2004-06-28,21
Gastón Verón,CA Central Córdoba (SdE),2000000,564001,2001-04-23,24
Lucas Varaldo,CA Central Córdoba (SdE),350000,718206,2002-02-24,23
Nazareno Fúnez,CA Central Córdoba (SdE),275000,960200,2001-02-06,24
Favio Cabral,CA Central Córdoba (SdE),150000,748210,2001-02-05,24
Ramón Cansinos,CA Central Córdoba (SdE),75000,1029003,2002-10-23,22
Rodrigo Rey,CA Independiente,1500000,166591,1991-03-08,34
Joaquín Blázquez,CA Independiente,225000,668996,2001-01-28,24
Kevin Lomónaco,CA Independiente,12000000,661136,2002-01-08,23
Sebastián Valdez,CA Independiente,1500000,538374,1995-11-06,29
Nicolás Freire,CA Independiente,1200000,266809,1994-02-18,31
Franco Paredes,CA Independiente,800000,749016,1999-03-18,26
Facundo Zabala,CA Independiente,1800000,660140,1999-01-02,26
Milton Valenzuela,CA Independiente,800000,422401,1998-08-13,27
Jonathan De Irastorza,CA Independiente,75000,1240380,2005-08-05,20
Leonardo Godoy,CA Independiente,2000000,369556,1995-04-28,30
Federico Vera,CA Independiente,1500000,829967,1998-03-24,27
Rodrigo Fernández Cedrés,CA Independiente,800000,458047,1996-01-03,29
Iván Marcone,CA Independiente,700000,90451,1990-06-03,35
Felipe Loyola,CA Independiente,9000000,843286,2000-11-09,24
Pablo Galdames,CA Independiente,1500000,313830,1996-12-30,28
Federico Mancuello,CA Independiente,250000,96313,1989-03-26,36
Joel Medina,CA Independiente,50000,1298534,2007-07-07,18
Lautaro Millán,CA Independiente,2500000,1240381,2005-08-16,20
Luciano Cabral,CA Independiente,2000000,322610,1995-04-26,30
Diego Tarzia,CA Independiente,2500000,1225755,2003-04-26,22
Walter Mazzantti,CA Independiente,4000000,477458,1996-09-05,29
Santiago Montiel,CA Independiente,3500000,974336,2000-11-22,24
Matías Abaldo,CA Independiente,3500000,928647,2004-04-03,21
Ignacio Pussetto,CA Independiente,2200000,283528,1995-12-21,29
Enzo Taborda,CA Independiente,50000,1298505,2005-05-20,20
Gabriel Ávalos,CA Independiente,1000000,358418,1990-10-12,35
Franco Petroli,CD Godoy Cruz Antonio Tomba,3200000,401587,1998-06-11,27
Nicolás Cláa,CD Godoy Cruz Antonio Tomba,100000,1131418,2004-08-05,21
Mateo Mendoza,CD Godoy Cruz Antonio Tomba,4000000,1103933,2004-11-21,20
Juan Escobar,CD Godoy Cruz Antonio Tomba,800000,353034,1995-07-11,30
Federico Rasmussen,CD Godoy Cruz Antonio Tomba,375000,131219,1992-03-04,33
Tomás Rossi,CD Godoy Cruz Antonio Tomba,300000,856020,1999-04-18,26
Leandro Quiroz,CD Godoy Cruz Antonio Tomba,175000,849532,2004-01-16,21
Juan Morán,CD Godoy Cruz Antonio Tomba,700000,1305914,2006-07-10,19
Andrés Meli,CD Godoy Cruz Antonio Tomba,600000,935331,2000-09-01,25
Lucas Arce,CD Godoy Cruz Antonio Tomba,1700000,754470,1997-08-14,28
Leonardo Jara,CD Godoy Cruz Antonio Tomba,125000,116163,1991-05-20,34
Francisco Facello,CD Godoy Cruz Antonio Tomba,50000,1159862,2003-01-11,22
Vicente Poggi,CD Godoy Cruz Antonio Tomba,2000000,657744,2002-07-11,23
Maximiliano González,CD Godoy Cruz Antonio Tomba,250000,931404,2004-05-04,21
Nicolás Fernández,CD Godoy Cruz Antonio Tomba,2500000,400677,1998-03-02,27
Gonzalo Abrego,CD Godoy Cruz Antonio Tomba,2000000,836493,2000-01-07,25
Pol Fernández,CD Godoy Cruz Antonio Tomba,1000000,220647,1991-10-11,34
Walter Montoya,CD Godoy Cruz Antonio Tomba,300000,267420,1993-07-21,32
Misael Sosa,CD Godoy Cruz Antonio Tomba,400000,996587,2002-01-28,23
Tomás Pozzo,CD Godoy Cruz Antonio Tomba,275000,838796,2000-09-27,25
Luciano Pascual,CD Godoy Cruz Antonio Tomba,100000,1146840,2004-06-23,21
Maximiliano Porcel,CD Godoy Cruz Antonio Tomba,100000,1074965,2006-01-02,19
Santino Andino,CD Godoy Cruz Antonio Tomba,5000000,1305935,2005-10-25,19
Bastián Yáñez,CD Godoy Cruz Antonio Tomba,500000,600028,2001-06-27,24
Facundo Altamira,CD Godoy Cruz Antonio Tomba,1000000,923459,2001-08-03,24
Agustín Auzmendi,CD Godoy Cruz Antonio Tomba,1200000,732442,1997-02-01,28
Daniel Barrea,CD Godoy Cruz Antonio Tomba,1000000,1006250,2001-07-22,24
Luca Martínez Dupuy,CD Godoy Cruz Antonio Tomba,500000,831110,2001-06-05,24
Nahuel Ulariaga,CD Godoy Cruz Antonio Tomba,175000,845336,2002-03-02,23
Ezequiel Centurión,CS Independiente Rivadavia,2000000,626917,1997-05-20,28
Gonzalo Marinelli,CS Independiente Rivadavia,75000,91815,1989-02-07,36
Agustín Lastra,CS Independiente Rivadavia,25000,911960,2001-01-02,24
Sheyko Studer,CS Independiente Rivadavia,3000000,1190390,2002-11-12,22
Leonard Costa,CS Independiente Rivadavia,500000,800720,1998-08-24,27
Iván Villalba,CS Independiente Rivadavia,500000,312562,1995-01-19,30
Matías Valenti,CS Independiente Rivadavia,225000,1214798,2002-09-03,23
Santiago Flores,CS Independiente Rivadavia,100000,1011266,2001-03-25,24
Alejo Osella,CS Independiente Rivadavia,75000,990550,2000-09-30,25
Pedro Souto,CS Independiente Rivadavia,250000,924999,2000-05-05,25
Thomas Ortega,CS Independiente Rivadavia,150000,742593,2000-12-06,24
Luciano Gómez,CS Independiente Rivadavia,500000,423705,1996-03-22,29
Mauro Peinipil,CS Independiente Rivadavia,350000,989571,1999-04-03,26
Ezequiel Bonifacio,CS Independiente Rivadavia,100000,334224,1994-05-09,31
Luciano Abecasis,CS Independiente Rivadavia,75000,149435,1990-06-04,35
Maximiliano Amarfil,CS Independiente Rivadavia,2000000,990429,2001-11-03,23
Leonel Bucca,CS Independiente Rivadavia,600000,830841,1999-03-20,26
Laureano Rodríguez,CS Independiente Rivadavia,125000,1118619,2002-11-23,22
Tomás Bottari,CS Independiente Rivadavia,800000,840860,2001-04-26,24
Mauricio Cardillo,CS Independiente Rivadavia,500000,1115518,2003-03-11,22
Tomás Muro,CS Independiente Rivadavia,400000,984869,2002-05-05,23
Diego Tonetto,CS Independiente Rivadavia,25000,87890,1988-12-05,36
Matías Fernández,CS Independiente Rivadavia,300000,707153,2001-06-23,24
Alex Aguado,CS Independiente Rivadavia,50000,1125758,2003-05-27,22
Sebastián Villa,CS Independiente Rivadavia,5000000,493000,1996-05-19,29
Santiago Muñoz,CS Independiente Rivadavia,150000,632614,1999-08-06,26
Nicolás Retamar,CS Independiente Rivadavia,600000,991849,1999-02-06,26
Matías Bergara,CS Independiente Rivadavia,325000,1071275,2004-01-14,21
Fabrizio Sartori,CS Independiente Rivadavia,225000,978970,2002-07-15,23
Álex Arce,CS Independiente Rivadavia,4500000,970518,1995-06-16,30
Juan Barbieri,CS Independiente Rivadavia,250000,984675,1996-09-17,29
Victorio Ramis,CS Independiente Rivadavia,175000,381065,1994-07-07,31
Manuel Roffo,Instituto ACC,3500000,491687,2000-04-04,25
Joaquín Papaleo,Instituto ACC,200000,359231,1994-03-23,31
Gonzalo Requena,Instituto ACC,2200000,1120902,2003-03-04,22
Fernando Alarcón,Instituto ACC,1500000,376853,1994-06-16,31
Nicolás Zalazar,Instituto ACC,350000,471640,1997-01-29,28
Leonel Mosevich,Instituto ACC,300000,407517,1997-02-04,28
Agustín Bravo,Instituto ACC,100000,868503,2001-05-11,24
Lucas Rodríguez,Instituto ACC,300000,171593,1993-09-27,32
Elías Pereyra,Instituto ACC,300000,576027,1999-02-15,26
Emanuel Beltrán,Instituto ACC,275000,539554,1998-01-23,27
Juan Franco,Instituto ACC,225000,331245,1992-02-10,33
Juan Ignacio Méndez,Instituto ACC,700000,508134,1997-04-28,28
Francis Mac Allister,Instituto ACC,400000,440380,1995-10-30,29
Stefano Moreyra,Instituto ACC,400000,830855,2001-09-19,24
Gastón Lodico,Instituto ACC,3800000,563878,1998-05-28,27
Franco Díaz,Instituto ACC,500000,748060,2000-08-28,25
Alex Luna,Instituto ACC,3500000,843126,2004-03-31,21
Damián Puebla,Instituto ACC,3000000,1106216,2002-09-15,23
Jeremías Lázaro,Instituto ACC,250000,1227286,2004-06-28,21
Jonás Acevedo,Instituto ACC,1000000,538530,1997-02-06,28
Jhon Córdoba,Instituto ACC,900000,628879,2000-07-15,25
Manuel Romero,Instituto ACC,450000,835677,2001-05-05,24
Facundo Suárez,Instituto ACC,700000,702259,1994-07-01,31
Luca Klimowicz,Instituto ACC,700000,1198161,2004-05-19,21
Nicolás Cordero,Instituto ACC,500000,652948,1999-04-11,26
Matías Fonseca,Instituto ACC,350000,538919,2001-03-12,24
Marcos Ledesma,CA Barracas Central,1800000,344421,1996-09-15,29
Marcelo Miño,CA Barracas Central,250000,508135,1997-08-21,28
Kevin Jappert,CA Barracas Central,2500000,1020837,2004-02-25,21
Nicolás Demartini,CA Barracas Central,800000,537257,1999-11-04,25
Nicolás Capraro,CA Barracas Central,500000,992818,1998-03-03,27
Yonatthan Rak,CA Barracas Central,400000,227781,1993-08-18,32
Fernando Tobio,CA Barracas Central,200000,69802,1989-10-18,35
Rodrigo Insúa,CA Barracas Central,1500000,721235,1997-12-16,27
Rafael Barrios,CA Barracas Central,100000,334057,1993-05-23,32
Siro Rosané,CA Barracas Central,1000000,836253,2000-06-07,25
Dylan Glaby,CA Barracas Central,700000,710779,1996-04-07,29
Dardo Miloc,CA Barracas Central,75000,118375,1990-10-16,35
Maximiliano Puig,CA Barracas Central,50000,888453,2000-09-18,25
Facundo Mater,CA Barracas Central,1200000,538774,1998-07-23,27
Lucas López,CA Barracas Central,25000,668078,1998-04-28,27
Javier Ruiz,CA Barracas Central,3500000,1160106,2004-09-24,21
Iván Tapia,CA Barracas Central,1200000,697405,1998-11-23,26
Manuel Duarte,CA Barracas Central,375000,891804,2001-08-23,24
Tomás Porra,CA Barracas Central,100000,856593,2004-01-09,21
Ignacio Tapia,CA Barracas Central,25000,850434,2004-09-01,21
Nahuel Barrios,CA Barracas Central,1200000,503377,1998-05-07,27
Facundo Bruera,CA Barracas Central,1800000,538880,1998-09-23,27
Gonzalo Morales,CA Barracas Central,1200000,1064936,2003-03-04,22
Jhonatan Candia,CA Barracas Central,700000,259917,1995-03-15,30
Facundo Krüger,CA Barracas Central,75000,755666,2000-06-05,25
Nicolás Blandi,CA Barracas Central,25000,153022,1990-01-13,35
Tomás Durso,CA Unión (Santa Fe),1700000,534625,1999-02-26,26
Matías Tagliamonte,CA Unión (Santa Fe),1500000,552638,1998-02-19,27
Fede Gomes,CA Unión (Santa Fe),100000,826528,2004-03-05,21
Valentín Fascendini,CA Unión (Santa Fe),1800000,1149559,2003-03-13,22
Nicolás Paz,CA Unión (Santa Fe),800000,991132,2002-10-16,23
Maizon Rodríguez,CA Unión (Santa Fe),750000,1049831,2003-05-22,22
Fernando Díaz,CA Unión (Santa Fe),250000,1034645,2001-02-28,24
Franco Godoy,CA Unión (Santa Fe),100000,579974,2000-06-28,25
Juan Pablo Ludueña,CA Unión (Santa Fe),100000,1103988,2003-02-11,22
Mateo Del Blanco,CA Unión (Santa Fe),3500000,984529,2003-10-31,21
Bruno Pittón,CA Unión (Santa Fe),400000,395216,1993-02-01,32
Claudio Corvalán,CA Unión (Santa Fe),225000,125108,1989-03-23,36
Lautaro Vargas,CA Unión (Santa Fe),3000000,1159650,2005-02-01,20
Emiliano Álvarez,CA Unión (Santa Fe),400000,836662,2001-02-06,24
Francisco Gerometta,CA Unión (Santa Fe),250000,745789,1999-09-01,26
Mauro Pittón,CA Unión (Santa Fe),2000000,376710,1994-08-08,31
Rafael Profini,CA Unión (Santa Fe),1000000,1158799,2003-09-09,22
Mauricio Martínez,CA Unión (Santa Fe),450000,309388,1993-02-20,32
Ezequiel Cañete,CA Unión (Santa Fe),200000,746185,1999-06-17,26
Augusto Solari,CA Unión (Santa Fe),250000,282694,1992-01-03,33
Julián Palacios,CA Unión (Santa Fe),1000000,728262,1999-02-04,26
Nicolás Palavecino,CA Unión (Santa Fe),200000,912504,2003-03-29,22
Franco Fragapane,CA Unión (Santa Fe),1000000,226005,1993-02-06,32
Jerónimo Dómina,CA Unión (Santa Fe),2500000,1103986,2005-10-17,20
Marcelo Estigarribia,CA Unión (Santa Fe),1000000,610266,1995-04-10,30
Agustín Colazo,CA Unión (Santa Fe),500000,842808,2000-11-15,24
Cristian Tarragona,CA Unión (Santa Fe),225000,422698,1991-04-09,34
Diego Díaz,CA Unión (Santa Fe),175000,1371326,2002-01-10,23
Lucas Gamba,CA Unión (Santa Fe),125000,125906,1987-06-24,38
Lucas Acosta,CA Sarmiento (Junin),1200000,296799,1995-03-12,30
José Devecchi,CA Sarmiento (Junin),600000,282684,1995-07-09,30
Renzo Orihuela,CA Sarmiento (Junin),800000,737892,2001-04-04,24
Santiago Morales,CA Sarmiento (Junin),175000,872785,2001-08-27,24
Juan Manuel Insaurralde,CA Sarmiento (Junin),100000,65072,1984-10-03,41
Facundo Roncaglia,CA Sarmiento (Junin),25000,61546,1987-02-10,38
Gabriel Díaz,CA Sarmiento (Junin),800000,906940,2000-04-19,25
Joel Godoy,CA Sarmiento (Junin),600000,1270723,2005-02-20,20
Alex Vigo,CA Sarmiento (Junin),500000,648520,1999-04-28,26
Jeremías Vallejos,CA Sarmiento (Junin),100000,1227611,2003-04-14,22
Manuel García,CA Sarmiento (Junin),700000,869941,1999-06-11,26
Elián Giménez,CA Sarmiento (Junin),700000,1290521,2004-03-23,21
Carlos Villalba,CA Sarmiento (Junin),550000,652968,1998-07-19,27
Juan Andrada,CA Sarmiento (Junin),200000,457212,1995-01-04,30
Tomás Guiacobini,CA Sarmiento (Junin),200000,1253999,2004-05-19,21
Federico Paradela,CA Sarmiento (Junin),75000,890130,2001-07-03,24
Jonatan Gómez,CA Sarmiento (Junin),125000,84377,1989-12-21,35
Gastón González,CA Sarmiento (Junin),1000000,689052,2001-06-27,24
Yair Arismendi,CA Sarmiento (Junin),225000,440006,1998-04-05,27
Leandro Suhr,CA Sarmiento (Junin),400000,463444,1997-09-24,28
Julián Contrera,CA Sarmiento (Junin),400000,978967,2003-05-10,22
Jhon Rentería,CA Sarmiento (Junin),100000,1289854,2005-10-24,19
Santiago Rodríguez,CA Sarmiento (Junin),1200000,439437,1997-08-23,28
